domain,scraped_at,id,name,image,status,urgency,special_case,class,since,gender,age,birthday,race,sice,weight,chip,situation,location,health,description
protectoradeayamonte.org,2018-04-16 01:52:36.473865,1289,JACK,http://protectoradeayamonte.org/imas/animales/_1289/a_12891519299456.jpg,en adopción,NO,NO,Perro,13-2-2018,Macho,1 año y 6 meses,9/2016,Galgo Español,Mediano,NA,NA,Refugio,Ayamonte (Huelva),NA,EDAD APROX.
protectoraoriolana.org,2018-04-16 01:52:39.117987,168,Pusy,http://protectoraoriolana.org/imas/animales/_168/a_1681251909287.jpg,recuperado,SI,NO,Gato,28-8-2009,Hembra,NA,NA,Cruce,Mediano,NA,NA,NA,NA,NA,9-09-09
protectoradeayamonte.org,2018-04-16 01:52:40.510559,1295,CAMPINO,http://protectoradeayamonte.org/imas/animales/_1295/a_12951522151519.jpg,en adopción,NO,NO,Perro,14-2-2018,Macho,1 año,4/2017,Bodeguero Andaluz,Pequeño,10 kilos aprox,NA,Refugio,Ayamonte (Huelva),NA,AMADRINADO POR AUXI BLANCO.
protectoraoriolana.org,2018-04-16 01:52:40.819180,180,Lumpy,http://protectoraoriolana.org/imas/animales/_180/a_1801253633076.jpg,perdido,SI,NO,Perro,22-9-2009,Macho,NA,NA,Mestizo,Mediano,NA,NA,NA,Alicante (Alicante),Altura 30 cm a la cruz.,Lumpy se perdió el 20 de septiembre en el aeropuerto de Alicante el dia que sus dueños ivan a volver
protectoraosbiosbardos.org,2018-04-16 01:52:44.922217,795,BARBAS,http://protectoraosbiosbardos.org/imas/animales/_795/a_7951416932423.jpg,recuperad@,NO,NO,Perro,23-10-2014,Macho,4 años y 4 meses,11/2013,X Schnauzer,Mediano,NA,981098106024993,NA,Ponteareas (Pontevedra),NA,"Barbas apareceu atropelado en As Cavadas (A Cañiza), por sorte coa difusión conseguimos atopar a súa familia e puido voltar con eles unha vez recuperado."
protectoraoriolana.org,2018-04-16 01:52:45.103066,211,Yako,http://protectoraoriolana.org/imas/animales/_211/a_2111260353294.jpg,perdido,SI,NO,Perro,9-12-2009,Macho,NA,NA,Cocker,Mediano,NA,NA,NA,Torremendo (Alicante),NA,Yako tiene 10 años y está ciego. Se ha perdido y neceista urgentemente ser encontrado. Lleva chip.
alicanteadopta.org,2018-04-16 01:52:48.848513,4514,OCHO,http://alicanteadopta.org/imas/animales/_4514/a_45141483525907.jpg,en adopción,NO,NO,Perro,4-1-2017,Macho,2 años y 9 meses,6/2015,Mestizo tipo cruce de pastor alemán,Mediano,25,NA,NA,Alicante (Alicante),Salud,Ocho fue adoptado tras encontrarlo junto a sus hermanos abandonados de cachorritos en la calle.
protectoraoriolana.org,2018-04-16 01:52:49.439352,295,Bella,http://protectoraoriolana.org/imas/animales/_295/a_2951270921490.jpg,recuperado,SI,NO,Perro,10-4-2010,Hembra,NA,NA,Yorkshire terrier,Pequeño,NA,968000004628157,NA,Orihuela Costa (Alicante),NA,Bella desapareció hace unos dias en Playa Flamenca pero es posible que pueda estar en cualquier otra urbanización. Lleva chip y está a nombre de Gerald Moran.
alicanteadopta.org,2018-04-16 01:52:53.220276,4520,YOKO,http://alicanteadopta.org/imas/animales/_4520/a_45201488209020.jpg,adoptado,SI,NO,Perro,27-2-2017,Hembra,7 años,4/2011,Pastor alemán,Grande,NA,Sí,NA,Elche (Alicante),Salud,La familia de Yoko no puede seguir cuidándola y buscan un nuevo hogar para ella con urgencia que pueda tenerla como necesita.
protectoraoriolana.org,2018-04-16 01:52:53.766312,301,Gato joven,http://protectoraoriolana.org/imas/animales/_301/a_3011271863917.jpg,recuperado,SI,NO,Gato,18-4-2010,Macho,NA,NA,Cruce siames pelo largo,Pequeño,NA,NA,NA,Orihuela (Alicante),NA,"Perdido el pasado domingo, día 18 de abril, en las cercanías del Molino de Orihuela.Carretera de los tubos. Entre Comarcal Orihuela - Beniel y Nacional 340. Tras pasar el río Segura a unos 200 metros, camino asfaltado que entra a la derecha y contacta con el Molino de la Ciudad y la Hermita."
alicanteadopta.org,2018-04-16 01:52:54.922223,4555,TOR,http://alicanteadopta.org/imas/animales/_4555/a_45551499160749.jpg,en adopción,NO,NO,Perro,4-7-2017,Macho,4 años y 9 meses,7/2013,Pastor alemán,Grande,NA,NA,NA,Alicante (Alicante),Salud,Tor es un grandullón que busca un nuevo hogar.
protectoraoriolana.org,2018-04-16 01:52:57.815471,2141,BUSCAMOS A SUS DUEÑOS,http://protectoraoriolana.org/imas/animales/_2141/a_21411462999647.jpg,encontrado,NO,NO,Perro,11-5-2016,Hembra,NA,NA,NA,Mediano,NA,NA,NA,NA,NA,Encontrada en la zona CRUZ DE LA MUELA. Con collar
protectoraosbiosbardos.org,2018-04-16 01:52:58.662045,313,Lume,http://protectoraosbiosbardos.org/imas/animales/_313/a_3131348145865.jpg,recuperad@,NO,NO,Perro,28-8-2012,Hembra,6 años y 8 meses,8/2011,Pastora,Grande,NA,NA,NA,Ponteareas (Pontevedra),NA,"LUME: Lume se está poniendo muy triste en el refugio. No entiende que hace alli, y el canil que tiene que compartir con otros perros se le hace muy pequeño para ella.Necesitamos una adopción para ella.Lume é unha pastora xoven e cariñosa que foi recollida abandonada nas cercanias do refuxio."
protectoraoriolana.org,2018-04-16 01:53:02.277503,2262,ANITA,http://protectoraoriolana.org/imas/animales/_2262/a_22621482192473.jpg,recuperado,NO,NO,Perro,20-12-2016,Hembra,11 años y 4 meses,12/2006,Mestiza de Pastor Alemán,Grande,NA,NA,NA,Orihuela (Alicante),"Vacunada, esterilizada y desparasitada.","Anita fue encontrada en la carretera nacional por unos trabajadores de una nave de la zona, la retuvieron y nos llamaron."
protectoraoriolana.org,2018-04-16 01:53:03.856526,2277,Rudolph,http://protectoraoriolana.org/imas/animales/_2277/a_22771484510972.jpg,encontrado,SI,NO,Gato,15-1-2017,Macho,6 años y 3 meses,1/2012,común,Mediano,NA,NA,Casa de acogida,Orihuela (Alicante),"castrado y testado negativo, vacunado","Es muy tranquilo y está asustado, pero le gusta que le den caricias. Me da mucha pena xq se pone a maullar de repente como pidiendo salir de ahí, no sabe que hace en el albergue, no entiende nada. Parece casero y se está deprimiendo. A ver si sale algo para él pronto...."
protectoraosbiosbardos.org,2018-04-16 01:53:05.606302,1760,Chan,http://protectoraosbiosbardos.org/imas/animales/_1760/a_17601520719349.jpg,en adopción,NO,NO,Gato,6-3-2018,Macho,1 año y 4 meses,12/2016,NA,Pequeño,NA,NA,Casa de acogida,Ponteareas (Pontevedra),NA,NA
protectoraoriolana.org,2018-04-16 01:53:08.255886,2306,NEO,http://protectoraoriolana.org/imas/animales/_2306/a_23061489783258.jpg,recuperado,NO,NO,Perro,17-3-2017,Macho,1 año,3/2017,Mestizo,Pequeño,NA,NA,NA,Orihuela - Barrio Mariano Cases (Alicante),"Castrado, vacunado y desparasitado.","Neo fue encontrado en la calle por un señor, lo tuvo unos días en su casa por si encontraba al dueño pero finalmente no ha habido suerte y ha acabado en el albergue."
alicanteadopta.org,2018-04-16 01:53:13.200947,3622,TANGO,http://alicanteadopta.org/imas/animales/_3622/a_36221431092627.jpg,adoptado,NO,NO,Perro,8-5-2015,Macho,7 años y 4 meses,11/2010,Cocker spaniel inglés,Mediano,NA,NA,NA,Elche (Alicante),Salud,Tango busca nuevo hogar.
alicanteadopta.org,2018-04-16 01:53:17.056882,3669,NIKO,http://alicanteadopta.org/imas/animales/_3669/a_36691433451106.jpg,adoptado,NO,NO,Perro,4-6-2015,Macho,3 años y 6 meses,10/2014,Mestizo tipo terrier,Pequeño,NA,NA,NA,San Vicente del Raspeig (Alicante),Salud,Este chiquitín se llama Niko.
alicanteadopta.org,2018-04-16 01:53:21.360998,3794,RAMÓN,http://alicanteadopta.org/imas/animales/_3794/a_37941436805791.jpg,adoptado,SI,NO,Perro,13-7-2015,Macho,5 años y 6 meses,10/2012,Teckel de pelo duro,Mediano,NA,NA,NA,Alicante (Alicante),Salud,Ramón es un perrito muy dulce y merece una casa que lo quiera mucho o tendrá que volver al albergue.
alicanteadopta.org,2018-04-16 01:53:25.842452,3837,GARFIELD,http://alicanteadopta.org/imas/animales/_3837/a_38371437502151.jpg,en adopción,SI,NO,Gato,21-7-2015,Macho,4 años y 9 meses,6/2013,"Común europeo, mestizo, cruce, romano",Mediano,NA,NA,Casa de acogida,Alicante (Alicante),Salud,Garfield fue recogido de la calle hace poco más de un año.
alicanteadopta.org,2018-04-16 01:53:34.242220,4350,BARBIE,http://alicanteadopta.org/imas/animales/_4350/a_43501467544623.jpg,perdido,NO,NO,Perro,17-6-2016,Hembra,3 años y 2 meses,1/2015,Carlino,Pequeño,NA,NA,NA,San Vicente del Raspeig (Alicante),NA,"Barbie es una carlina que se perdió por Sol y Luz, en San Vicente."
alicanteadopta.org,2018-04-16 01:53:38.427842,4360,ERA,http://alicanteadopta.org/imas/animales/_4360/a_43601467655478.jpg,perdido,NO,NO,Perro,17-6-2016,Hembra,4 años y 5 meses,10/2013,Cruce de teckel,Mediano,NA,941000013091057,NA,Mutxamel (Alicante),NA,"Era se escapó cerca del Parque Municipal de Mutxamel, espantada por el ruido de petardos."
alicanteadopta.org,2018-04-16 01:53:45.085214,4534,FÍGARO,http://alicanteadopta.org/imas/animales/_4534/a_45341492534370.jpg,en adopción,SI,NO,Gato,18-4-2017,Hembra,3 años y 2 meses,2/2015,"Común, europeo, cruce, mestizo",Mediano,NA,NA,NA,Alicante (Alicante),Salud,Fígaro (hembra) fue rescatada de la calle hace un par de años cuando sólo era una cachorrita.
alicanteadopta.org,2018-04-16 01:53:49.323191,4536,LEIA,http://alicanteadopta.org/imas/animales/_4536/a_45361492592987.jpg,en adopción,NO,NO,Perro,19-4-2017,Hembra,5 años y 2 meses,2/2013,"Mestizo tipo cruce de labrador, bretón, podenco",Mediano,NA,NA,NA,Almoradí (Alicante),Salud,"Leia busca hogar. Su familia no la está pudiendo atender bien por trabajo y de salud, ya que deben viajar mucho por ambos motivos y se queda sola myucho tiempo. No pueden darle todo el tiempo que necesita y Leia lo está notando."
alicanteadopta.org,2018-04-16 01:53:52.868363,4537,ROSCO,http://alicanteadopta.org/imas/animales/_4537/a_45371492852878.jpg,en adopción,SI,NO,Perro,20-4-2017,Macho,2 años y 3 meses,12/2015,Cruce de podenco y pastor catalán o gos d'atura,Mediano,NA,NA,NA,Elche (Alicante),NA,"Rosco busca un hogar con urgencia, ya que a su dueño le han diagnosticado una enfermedad muy grave y se pasa días ingresado constantemente y no lo puede atender."
alicanteadopta.org,2018-04-16 01:53:57.278640,4539,TIGER,http://alicanteadopta.org/imas/animales/_4539/a_45391493212849.jpg,en adopción,NO,NO,Gato,25-4-2017,Macho,8 años y 2 meses,1/2010,Persa,Mediano,NA,NA,NA,San Juan (Alicante),Salud,Tiger es un persa que necesita una familia con experiencia en gatos y el mantenimiento de esta raza.
protectorabaix.org,2018-04-16 01:54:05.252209,628,Archi,http://protectorabaix.org/imas/animales/_628/a_6281421344338.jpg,en adopción,NO,NO,Perro,14-1-2015,Macho,6 años y 2 meses,1/2012,Cruce Sharpei,Grande,23 KG,PB-2015/010-G,Refugio,Elche (Alicante),"Muy buena, está castrado y vacunado.","Archi fue rescatado cuando era un cachorro de una casa con más de 40 perros en muy malas condiciones, todos sus hermanos han sido adoptados, él también fue adoptado pero por motivos personales 2 años después ha sido devuelto."
protectorabaix.org,2018-04-16 01:54:08.791692,630,Valentin,http://protectorabaix.org/imas/animales/_630/a_6301517087062.jpg,en adopción,NO,NO,Perro,14-1-2015,Macho,8 años y 10 meses,6/2009,Cruce Pastor Alemán,Grande,45 KG,PB-2015/011-G,Refugio,Elche (Alicante),Muy buena. Castrado. Con chip. Desparasitado. VAcunado,"Una mañana de agosto sacaba a mis perras a pasear y vi a Valentín echado bajo un árbol. No se movía; le puse agua y comida, pero estaba tan débil que apenas se movió: puse agua en mi mano y bebió de ella. Me fijé más en él y estaba lleno de pulgas y garrapatas y esquelético. Intenté cogerlo, pero tenía demasiado miedo y se fue corriendo. Para mi sorpresa a la mañana siguiente estaba debajo del árbol, esperándome. Le dejé agua y comida y a la mañana siguiente ¡estaba en mi puerta! Así que se quedó conmigo . El veterinario diagnosticó leishmania, pero en grado leve"
protectorabaix.org,2018-04-16 01:54:12.588932,748,Lino,http://protectorabaix.org/imas/animales/_748/a_7481514042567.jpg,en adopción,NO,NO,Gato,23-2-2015,Macho,3 años y 1 mes,3/2015,común europeo,Mediano,NA,PB-2015/-F,Casa de acogida,Elche (Alicante),Esterilizado,"Esta preciosidad es hijo de Iris y se llama Lino. Es un gatito tranquilo y de buen carácter, que convive con gatos y perros sin problema, y busca una familia que le dé todo el amor que se merece. ¿Quieres ser tú?"
protectorabaix.org,2018-04-16 01:54:16.951528,739,Lola 2,http://protectorabaix.org/imas/animales/_739/a_7391446201811.jpg,en adopción,NO,NO,Gato,19-3-2015,Hembra,6 años y 7 meses,9/2011,común europeo,Mediano,NA,PB-2015/017-F,Refugio,Elche (Alicante),NA,"Esta preciosidad es hermana de Ágata y Jade, ¿a que es monísima...?"
protectorabaix.org,2018-04-16 01:54:20.166257,754,Tim,http://protectorabaix.org/imas/animales/_754/a_7541510232855.jpg,en adopción,NO,NO,Gato,22-4-2015,Macho,3 años,4/2015,común europeo,Mediano,NA,PB-2015/034-F,Casa de acogida,Elche (Alicante),NA,"Hola me llamo Tim y fui abandonado nada más nacer, mis hermanos sufrieron un ataque de un gato y murieron. Yo he tenido la suerte de que un humano me salvara en el último momento. Estoy en una casa de acogida, soy muy cariñoso y ronroneo todo el tiempo por que sé que soy muy querido."
alicanteadopta.org,2018-04-16 01:54:24.460114,4541,Gatitos rescatados buscan hogares,http://alicanteadopta.org/imas/animales/_4541/a_45411493847247.jpg,en adopción,SI,NO,Perro,3-5-2017,Hembra,1 año,3/2017,"Mestizo, común, carey, tricolor, europeo,",Mediano,NA,NA,Casa de acogida,Santa Pola (Alicante),NA,"Estos bomboncitos son los bebés de una mamá rescatada de la calle y necesitan familias con urgencia, ya que la persona que cuida de ellos no puede hacerse cargo mucho más tiempo de tantos animalitos."
alicanteadopta.org,2018-04-16 01:54:28.529500,4359,Galga encontrada en El Moralet,http://alicanteadopta.org/imas/animales/_4359/a_43591467586318.jpg,encontrado,NO,NO,Perro,22-6-2016,Hembra,2 años y 5 meses,10/2015,Galgo,Mediano,NA,NA,Casa de acogida,Alicante (Alicante),NA,NA
alicanteadopta.org,2018-04-16 01:54:32.837094,4333,MAYA,http://alicanteadopta.org/imas/animales/_4333/a_43331466933997.jpg,recuperado,NO,NO,Perro,25-6-2016,Hembra,3 años y 6 meses,9/2014,Mestizo,Pequeño,NA,NA,NA,Alicante (Alicante),NA,"Maya se ha perdido por la Cala Cantalars, en el Cabo Huertas."
alicanteadopta.org,2018-04-16 01:54:36.580117,4347,BLACKY,http://alicanteadopta.org/imas/animales/_4347/a_43471466944897.jpg,recuperado,NO,NO,Perro,25-6-2016,Macho,9 años y 7 meses,8/2008,Mestizo,Grande,NA,Sí,NA,San Vicente del Raspeig (Alicante),NA,Blacky se ha perdido por la zona de la Ermita de San Vicente.
alicanteadopta.org,2018-04-16 01:54:40.990746,3965,MAYA,http://alicanteadopta.org/imas/animales/_3965/a_39651443607597.jpg,en adopción,SI,NO,Perro,30-9-2015,Hembra,8 años,3/2010,Cruce de pastor alemán y husky,Grande,25 kg - 30 kg,NA,NA,Petrer (Alicante),Salud,"Maya es una preciosa perrita que necesita mucho cariño y atención y por motivos de crisis y cambios laborales en su familia, no está siendo atendida correctamente por lo que han tomado la decisión de buscarle un nuevo hogar."
protectoraosbiosbardos.org,2018-04-16 01:54:44.061236,1761,Jackie,http://protectoraosbiosbardos.org/imas/animales/_1761/a_17611520719497.jpg,en adopción,NO,NO,Gato,6-3-2018,Macho,1 año y 4 meses,12/2016,NA,Pequeño,NA,NA,Casa de acogida,Ponteareas (Pontevedra),NA,NA
protectoraosbiosbardos.org,2018-04-16 01:54:48.591644,1765,kuki,http://protectoraosbiosbardos.org/imas/animales/_1765/a_17651522618004.jpg,en adopción,NO,NO,Perro,11-3-2018,Hembra,1 año y 9 meses,7/2016,NA,Mini,6kg,NA,Refugio,Ponteareas (Pontevedra),NA,"KUKI Y KUKA EN ADOPCION: Kuka , apareció abandonada en una aldea de Covelo. A pesar de que una vecina la alimentaba en la calle, su pánico a los humanos , hizo que fuese imposible de coger y por supuesto se quedó preñada y tuvo camada tras camada, de los cuales Kuki y un hermano consiguieron sobrevivir. Su cuidadora consiguió salvar a dos de ellas y llevárselas a casa de cachorras , pero del resto no sabemos con exactitud cual fue su final , aunque nos tememos lo peor..."
protectoraosbiosbardos.org,2018-04-16 01:54:51.949549,1769,kuka,http://protectoraosbiosbardos.org/imas/animales/_1769/a_17691522620339.jpg,en adopción,NO,NO,Perro,11-3-2018,Hembra,2 años y 5 meses,11/2015,NA,Mini,NA,NA,Refugio,Ponteareas (Pontevedra),NA,"Kuka , apareció abandonada en una aldea d Covelo , a pesar de que una vecina la alimentaba, su pánico a los humanos , hizo que fuese imposible de coger, y por supuesto quedo preñada y tuvo camada tras camada, de los cuales, Kuki y un hermano consiguieron sobrevivir en la calle , su cuidadora consiguió salvar a dos y llevárselas a casa de cachorras y el resto , no sabemos con exactitud cual fue su final , aunque nos tememos lo peor."
protectoraosbiosbardos.org,2018-04-16 01:54:55.962299,642,JUANCHO,http://protectoraosbiosbardos.org/imas/animales/_642/a_6421520723983.jpg,en adopción,NO,NO,Perro,25-1-2014,Macho,6 años y 2 meses,1/2012,NA,Grande,"40,0kg",NA,Casa de acogida,Ponteareas (Pontevedra),NA,"JUANCHO foi atopado no 2014 tumbado na cuneta na N559 ó seu paso por Paraños, moi delgado e exhausto."
protectoradeayamonte.org,2018-04-16 01:55:03.031391,1284,ENCA,http://protectoradeayamonte.org/imas/animales/_1284/a_12841519733382.jpg,en adopción,NO,NO,Perro,5-2-2018,Hembra,3 años y 2 meses,2/2015,Cruce podenco,Grande,NA,NA,Refugio,Ayamonte (Huelva),NA,EDAD PROX.
protectoradeayamonte.org,2018-04-16 01:55:05.735237,1285,MAR,http://protectoradeayamonte.org/imas/animales/_1285/a_12851519734829.jpg,en adopción,NO,NO,Perro,5-2-2018,Hembra,4 años y 2 meses,2/2014,CRUCE PODENCO,Mediano,24 KILOS,NA,Refugio,Ayamonte (Huelva),NA,EDAD APROX.
masquechuchos.org,2018-04-16 01:55:13.675937,723,Turka,http://masquechuchos.org/imas/animales/_723/a_7231469767995.jpg,en adopción,SI,NO,Perro,29-7-2016,Hembra,3 años y 3 meses,12/2014,Pit Bull,Grande,NA,NA,NA,Oviedo (Asturias),NA,"Está acostumbrada a estar en casa y a pasear. Es extremadamente cariñosa, se lleva genial con la gente. Con los niños muy bien aunque es un poco bruta."
masquechuchos.org,2018-04-16 01:55:18.106033,724,Lusa,http://masquechuchos.org/imas/animales/_724/a_7241514982113.jpg,en adopción,NO,NO,Perro,29-7-2016,Hembra,2 años y 8 meses,7/2015,Mestiza,Mediano,NA,NA,NA,Oviedo (Asturias),NA,"A la pobre se la encontró en una carretera solina... Ya está con nosotros en el refugio. Llegó llena de garrapatas, pero ya la hemos desparasitado."
masquechuchos.org,2018-04-16 01:55:22.489875,731,Pili,http://masquechuchos.org/imas/animales/_731/a_7311470899325.jpg,en adopción,NO,NO,Perro,11-8-2016,Hembra,2 años,4/2016,X Pastor Alemán,Mediano,NA,NA,NA,Oviedo (Asturias),Muy buena,Pili apareció con su hermana Mili en una cuneta de Grado. Llegaron con bastantes problemas de piel de los que ya se han recuperado totalmente.
masquechuchos.org,2018-04-16 01:55:24.832848,732,Mili,http://masquechuchos.org/imas/animales/_732/a_7321470899423.jpg,en adopción,NO,NO,Perro,11-8-2016,Hembra,2 años,4/2016,Mestiza,Mediano,NA,NA,NA,Oviedo (Asturias),NA,Mili apareció con su hermana Pili en una cuneta de Grado. Llegaron con bastantes problemas de piel de los que ya se han recuperado.
masquechuchos.org,2018-04-16 01:55:27.822901,738,Blaki,http://masquechuchos.org/imas/animales/_738/a_7381474709130.jpg,en adopción,SI,NO,Perro,24-9-2016,Macho,3 años y 2 meses,1/2015,Mestizo,Grande,NA,NA,NA,Oviedo (Asturias),NA,"Este peluche es Blaki, es un perrín mestizo de Collie y Pastor alemán. Es un muy manso, cariñoso, súper mimoso y adorable."
